OverallQual,TotalArea,GarageCars,PropertyAge,MSSubClass,MSZoning,Neighborhood,HasPorch,HasDeck,LotConfig,HouseStyle,SaleType,SaleCondition,SalePrice
5,3378,2,29,20,RL,5,1,1,Inside,1Story,WD,Normal,160000
6,4393,2,46,20,RL,12,1,0,Inside,1Story,COD,Abnorml,174000
4,2592,2,36,20,RL,12,0,0,FR2,1Story,WD,Normal,120500
8,5796,3,0,20,RL,11,1,0,FR2,1Story,New,Partial,394617
6,3384,2,53,20,RM,8,1,0,Inside,1Story,WD,Normal,149700
7,3989,2,28,60,RL,7,1,0,Inside,SLvl,WD,Normal,197000
6,5314,2,86,70,RL,3,0,1,Inside,2.5Fin,WD,Normal,191000
6,2544,2,4,120,RM,1,0,1,Inside,1Story,WD,Normal,149300
10,5031,3,1,60,FV,6,1,1,Inside,2Story,WD,Normal,310000
6,2856,1,93,30,RL,9,1,0,Inside,1.5Unf,WD,Normal,121000
7,4266,2,3,20,RL,1,1,1,FR2,1Story,WD,Normal,179600
6,2640,1,41,85,RL,10,1,0,Inside,SFoyer,WD,Normal,129000
5,3564,1,48,20,RL,5,1,1,CulDSac,1Story,WD,Normal,157900
8,5400,2,12,60,RL,1,1,0,Inside,2Story,WD,Normal,240000
4,3252,1,97,50,RL,16,1,1,Inside,2Story,WD,Normal,112000
5,1890,0,36,180,RM,15,0,0,Inside,SFoyer,WD,Abnorml,92000
5,4480,0,35,90,RL,12,1,1,FR2,2Story,WD,Normal,136000
8,4729,3,1,20,RL,6,1,0,Inside,1Story,New,Partial,287090
5,2691,2,1,180,RM,16,1,0,Inside,SLvl,WD,Normal,145000
5,3420,0,0,20,RL,5,1,1,Inside,1Story,WD,Abnorml,84500
7,3663,2,5,20,FV,6,1,0,Inside,1Story,WD,Normal,185000
6,4247,2,8,60,RL,18,1,0,Inside,2Story,WD,Normal,175000
6,5688,2,32,20,RL,7,0,1,Inside,1Story,WD,Normal,210000
7,5832,1,69,70,RL,3,1,0,Inside,2Story,WD,Normal,266500
5,3234,1,60,20,RL,12,1,1,Inside,1Story,WD,Normal,142125
5,3768,1,43,20,RL,16,1,1,Inside,1Story,WD,Normal,147500
