Id,OverallQual,PropertyAge,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotalArea,FullBath,HalfBath,TotalBath,TotRmsAbvGrd,BedroomAbvGr,Neighborhood,MSZoning,BldgType,Remodelled,IsNew,IsPartial,SalePrice
1064,6,81,1103,1103,0,1103,3309,1,0,1,5,2,OldTown,RM,1Fam,0,0,0,110500
1065,5,43,1154,1154,0,1154,3462,1,1,2,6,3,NAmes,RL,1Fam,1,0,0,154000
1066,7,14,1306,1306,954,2260,5826,3,1,4,7,3,ClearCr,RL,1Fam,0,0,0,328000
1067,6,16,799,799,772,1571,3941,2,1,3,7,3,Gilbert,RL,1Fam,0,0,0,178000
1068,6,44,780,798,813,1611,4002,2,1,3,7,4,NAmes,RL,1Fam,1,0,0,167900
1069,6,33,942,1291,1230,2521,5984,3,1,4,10,5,MeadowV,RM,TwnhsE,1,0,0,151400
1070,5,58,845,893,0,893,2631,1,1,2,4,2,NAmes,RL,1Fam,0,0,0,135000
1071,5,51,1048,1048,0,1048,3144,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,135000
1072,6,41,727,829,727,1556,3839,1,1,2,8,4,NWAmes,RL,1Fam,1,0,0,154000
1073,5,58,810,1002,454,1456,3722,2,1,3,7,4,Edwards,RL,1Fam,0,0,0,91500
1074,6,32,690,698,728,1426,3542,1,1,2,6,3,Edwards,RL,1Fam,1,0,0,159500
1075,7,1,1240,1240,0,1240,3720,2,0,2,5,2,CollgCr,RL,1Fam,1,0,0,194000
1076,7,67,800,960,780,1740,4280,1,1,2,6,3,Crawfor,RL,1Fam,0,0,0,219500
1077,5,70,796,1096,370,1466,3728,2,1,3,7,3,OldTown,RL,1Fam,0,0,0,170000
1078,5,37,1096,1096,0,1096,3288,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,138800
1079,6,2,848,848,0,848,2544,2,0,2,3,1,CollgCr,RM,TwnhsE,1,0,0,155900
1080,5,13,990,990,0,990,2970,1,0,1,5,3,CollgCr,RL,1Fam,1,0,0,126000
1081,6,37,1258,1258,0,1258,3774,2,1,3,5,3,NWAmes,RL,1Fam,0,0,0,145000
1082,5,47,1040,1040,0,1040,3120,2,1,3,5,3,Sawyer,RL,1Fam,1,0,0,133000
1083,7,5,1459,1459,0,1459,4377,2,0,2,6,3,CollgCr,RL,1Fam,1,0,0,192000
1084,6,42,1251,1251,0,1251,3753,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,160000
1085,6,11,691,691,807,1498,3687,2,1,3,6,3,Gilbert,RL,1Fam,0,0,0,187500
1086,6,18,936,996,0,996,2928,2,0,2,5,2,SawyerW,RL,1Fam,1,0,0,147000
1087,4,37,546,546,546,1092,2730,1,1,2,6,3,MeadowV,RM,TwnhsE,1,0,0,83500
1088,8,4,1082,1082,871,1953,4988,2,1,3,9,3,Somerst,FV,1Fam,0,0,0,252000
1089,7,2,970,970,739,1709,4388,2,0,2,7,3,Edwards,RM,Twnhs,1,0,0,137500
1090,8,1,1247,1247,0,1247,3741,2,1,3,4,1,Somerst,FV,TwnhsE,1,0,0,197000
1091,3,59,0,1040,0,1040,2080,2,0,2,6,2,NAmes,RL,Duplex,1,0,0,92900
1092,7,9,600,624,628,1252,3104,3,1,4,4,2,Somerst,FV,Twnhs,0,0,0,160000
1093,6,83,1181,1390,304,1694,4569,2,0,2,7,4,SWISU,RL,1Fam,0,0,0,136500
1094,5,41,864,1200,0,1200,3264,2,1,3,6,1,NAmes,RL,1Fam,0,0,0,146000
1095,5,54,936,936,0,936,2808,2,0,2,4,2,NAmes,RL,1Fam,0,0,0,129000
1096,6,1,1314,1314,0,1314,3942,2,0,2,6,3,CollgCr,RL,1Fam,1,0,0,176432
1097,6,93,684,773,582,1355,3394,1,1,2,7,3,IDOTRR,RM,1Fam,0,0,0,127000
1098,8,21,1074,1088,0,1088,3250,1,1,2,5,2,StoneBr,RL,TwnhsE,1,0,0,170000
1099,4,73,672,757,567,1324,3320,1,0,1,6,3,BrkSide,RM,1Fam,0,0,0,128000
1100,7,31,1271,1601,0,1601,4473,2,0,2,7,3,NWAmes,RL,1Fam,1,0,0,157000
1101,2,89,290,438,0,438,1166,1,0,1,3,1,SWISU,RL,1Fam,0,0,0,60000
1102,5,36,950,950,0,950,2850,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,119500
1103,5,47,1010,1134,0,1134,3278,1,0,1,6,2,NAmes,RL,1Fam,0,0,0,135000
1104,6,47,655,1194,0,1194,3043,1,1,2,6,3,NAmes,RL,1Fam,1,0,0,159500
1105,5,37,630,630,672,1302,3234,2,1,3,6,3,BrDale,RM,TwnhsE,1,0,0,106000
1106,8,16,1463,1500,1122,2622,6707,3,1,4,9,3,NoRidge,RL,1Fam,0,0,0,325000
1107,7,17,910,1442,0,1442,3794,3,0,3,6,3,SawyerW,RL,1Fam,0,0,0,179900
1108,7,0,868,887,1134,2021,4910,2,1,3,9,3,Gilbert,RL,1Fam,1,1,1,274725
1109,6,7,924,948,742,1690,4304,2,1,3,7,3,Gilbert,RL,1Fam,1,0,0,181000
1110,8,5,1836,1836,0,1836,5508,3,0,3,7,3,NridgHt,RL,1Fam,0,0,0,280000
1111,6,13,773,773,885,1658,4089,3,1,4,8,3,Gilbert,RL,1Fam,0,0,0,188000
1112,7,32,803,1098,866,1964,4731,2,1,3,8,4,NWAmes,RL,1Fam,1,0,0,205000
1113,5,49,816,816,0,816,2448,2,0,2,5,2,NAmes,RL,1Fam,1,0,0,129900
1114,5,54,1008,1008,0,1008,3024,2,0,2,6,2,NAmes,RL,1Fam,0,0,0,134500
1115,5,52,833,833,0,833,2499,1,0,1,4,2,OldTown,RL,1Fam,0,0,0,117000
1116,8,0,1734,1734,0,1734,5202,3,0,3,7,3,NridgHt,RL,1Fam,1,1,1,318000
1117,8,7,408,779,640,1419,3246,3,1,4,7,3,Gilbert,RL,1Fam,1,0,0,184100
1118,5,41,894,894,0,894,2682,2,0,2,5,3,Sawyer,RL,1Fam,0,0,0,130000
1119,5,50,533,1021,580,1601,3735,1,1,2,6,3,Sawyer,RL,1Fam,0,0,0,140000
1120,5,47,1040,1040,0,1040,3120,1,0,1,6,3,NAmes,RL,1Fam,1,0,0,133700
1121,6,87,1012,1012,0,1012,3036,1,0,1,6,2,IDOTRR,RM,1Fam,0,0,0,118400
1122,7,1,1552,1552,0,1552,4656,2,0,2,7,3,CollgCr,RL,1Fam,0,0,1,212900
1123,4,53,672,960,0,960,2592,1,0,1,5,3,Edwards,RL,1Fam,1,0,0,112000
1124,5,62,698,698,0,698,2094,1,1,2,4,2,Edwards,RL,1Fam,0,0,0,118000
1125,7,15,384,812,670,1482,3348,2,1,3,7,3,Gilbert,RL,1Fam,1,0,0,163900
1126,4,54,1005,1005,0,1005,3015,1,0,1,5,2,NAmes,RL,1Fam,1,0,0,115000
1127,7,2,1373,1555,0,1555,4483,2,0,2,7,2,Blmngtn,RL,TwnhsE,1,0,0,174000
1128,7,3,1530,1530,0,1530,4590,3,0,3,7,3,Gilbert,RL,1Fam,1,0,0,259000
1129,7,3,847,847,1112,1959,4765,2,1,3,8,4,Gilbert,RL,1Fam,0,0,0,215000
1130,5,27,936,936,0,936,2808,2,0,2,4,2,OldTown,RM,Duplex,1,0,0,140000
1131,4,81,1122,1328,653,1981,5084,3,0,3,7,4,SWISU,RL,1Fam,0,0,0,135000
1132,5,16,974,974,0,974,2922,1,0,1,5,3,Mitchel,RL,1Fam,0,0,0,93500
1133,6,127,1008,1178,1032,2210,5428,2,0,2,8,5,OldTown,RM,1Fam,0,0,0,117500
1134,8,14,1128,1142,878,2020,5168,2,1,3,8,3,SawyerW,RL,1Fam,1,0,0,239500
1135,6,10,916,916,684,1600,4116,2,1,3,7,3,Gilbert,RL,1Fam,1,0,0,169000
1136,6,81,960,986,0,986,2932,1,0,1,5,2,BrkSide,RM,1Fam,0,0,0,102000
1137,6,58,1032,1032,220,1252,3536,1,0,1,6,3,NAmes,RL,1Fam,1,0,0,119000
1138,5,135,780,780,240,1020,2820,1,0,1,6,2,Sawyer,RL,1Fam,0,0,0,94000
1139,6,32,1567,1567,0,1567,4701,3,0,3,5,2,Mitchel,RL,1Fam,1,0,0,196000
1140,5,87,915,1167,0,1167,3249,1,0,1,6,3,BrkSide,RL,1Fam,0,0,0,144000
1141,5,57,952,952,0,952,2856,2,0,2,4,2,NAmes,RL,1Fam,1,0,0,139000
1142,5,33,780,1088,780,1868,4516,3,1,4,9,4,NWAmes,RL,1Fam,1,0,0,197500
1143,8,1,1466,1466,1362,2828,7122,4,0,4,11,4,CollgCr,RL,1Fam,0,0,1,424870
1144,5,49,1006,1006,0,1006,3018,1,0,1,5,3,Sawyer,RL,1Fam,1,0,0,80000
1145,4,69,672,672,252,924,2520,2,0,2,5,2,Edwards,RL,2fmCon,0,0,0,80000
1146,5,78,1042,1042,534,1576,4194,1,0,1,8,3,BrkSide,RM,1Fam,0,0,0,149000
1147,6,21,1298,1298,0,1298,3894,3,0,3,5,3,SawyerW,RL,1Fam,1,0,0,180000
1148,7,68,704,860,704,1564,3832,1,1,2,7,3,Crawfor,RL,1Fam,0,0,0,174500
1149,7,82,572,572,539,1111,2794,1,0,1,5,2,OldTown,RM,1Fam,0,0,0,116900
1150,7,89,650,832,650,1482,3614,1,1,2,7,3,OldTown,RM,1Fam,0,0,0,143000
1151,6,57,932,932,0,932,2796,1,0,1,4,2,NAmes,RL,1Fam,1,0,0,124000
1152,5,47,1466,1466,0,1466,4398,1,1,2,6,3,Edwards,RL,1Fam,1,0,0,149900
1153,6,50,1073,1811,0,1811,4695,1,0,1,6,2,Crawfor,RL,1Fam,0,0,0,230000
1154,6,78,816,816,0,816,2448,1,0,1,5,2,IDOTRR,RM,1Fam,0,0,0,120500
1155,7,43,864,902,918,1820,4504,1,2,3,8,4,NAmes,RL,1Fam,0,0,0,201800
1156,5,31,1437,1437,0,1437,4311,3,0,3,6,3,Veenker,RL,1Fam,0,0,0,218000
1157,5,43,1219,1265,0,1265,3749,2,1,3,6,3,NAmes,RL,1Fam,0,0,0,179900
1158,7,2,1314,1314,0,1314,3942,3,0,3,6,2,NridgHt,RL,Twnhs,0,0,0,230000
1159,8,1,1580,1580,0,1580,4740,2,0,2,7,3,Somerst,RL,1Fam,0,0,1,235128
1160,6,34,901,943,933,1876,4653,2,1,3,8,4,NWAmes,RL,1Fam,1,0,0,185000
1161,6,32,855,855,601,1456,3767,2,1,3,7,3,NPkVill,RL,Twnhs,1,0,0,146000
1162,6,54,1296,1640,0,1640,4576,2,0,2,7,3,Crawfor,RL,1Fam,0,0,0,224000
1163,5,39,894,894,0,894,2682,1,0,1,5,3,Sawyer,RL,1Fam,1,0,0,129000
1164,4,39,1198,1258,0,1258,3714,2,2,4,6,0,Sawyer,RL,Duplex,1,0,0,108959
1165,5,29,1360,1432,0,1432,4224,2,1,3,5,2,Veenker,RL,1Fam,1,0,0,194000
1166,7,0,1502,1502,0,1502,4506,2,0,2,7,3,NridgHt,RL,1Fam,1,1,1,233170
1167,8,2,1694,1694,0,1694,5082,2,0,2,7,3,CollgCr,RL,1Fam,1,0,0,245350
1168,6,6,959,959,712,1671,4301,3,1,4,7,3,Gilbert,RL,1Fam,1,0,0,173000
1169,6,73,1127,1236,872,2108,5343,2,0,2,7,4,Edwards,RL,1Fam,0,0,0,235000
1170,10,11,1930,1831,1796,3627,9184,4,1,5,10,4,NoRidge,RL,1Fam,0,0,0,625000
1171,6,31,1096,1118,0,1118,3332,2,0,2,6,3,Mitchel,RL,1Fam,1,0,0,171000
1172,6,50,1261,1261,0,1261,3783,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,163000
1173,7,2,625,625,625,1250,3125,2,1,3,5,2,Somerst,FV,TwnhsE,0,0,0,171900
1174,5,61,1598,1636,971,3086,7291,3,0,3,12,3,ClearCr,RL,1Fam,0,0,0,200500
1175,6,74,952,1170,1175,2345,5642,2,1,3,9,4,Crawfor,RL,1Fam,0,0,0,239000
1176,8,15,1683,2129,743,2872,7427,2,1,3,9,4,NoRidge,RL,1Fam,0,0,0,285000
1177,5,24,876,923,0,923,2722,2,0,2,5,3,Mitchel,RL,1Fam,0,0,0,119500
1178,6,83,818,818,406,1224,3266,1,0,1,5,3,OldTown,RM,1Fam,0,0,0,115000
1179,5,88,731,820,523,1343,3417,1,1,2,7,3,Crawfor,RL,1Fam,0,0,0,154900
1180,5,52,0,1124,0,1124,2248,1,0,1,5,3,Edwards,RL,1Fam,1,0,0,93000
1181,7,16,1216,1298,1216,2514,6244,2,1,3,8,4,Timber,RL,1Fam,0,0,0,250000
1182,8,0,1600,1652,0,1652,4904,3,1,4,5,2,Crawfor,RM,TwnhsE,1,1,1,392500
1183,10,11,2396,2411,2065,4476,11348,4,1,5,10,4,NoRidge,RL,1Fam,1,0,0,745000
1184,5,86,1120,1130,0,1130,3380,2,0,2,5,2,OldTown,RL,1Fam,0,0,0,120000
1185,5,44,1572,1572,0,1572,4716,2,1,3,5,3,Timber,RL,1Fam,1,0,0,186700
1186,5,82,784,949,272,1221,3226,2,0,2,7,4,Edwards,RL,1Fam,0,0,0,104900
1187,3,109,978,1014,685,1699,4376,3,0,3,7,3,OldTown,RL,2fmCon,0,0,0,95000
1188,8,12,1624,1624,0,1624,4872,3,0,3,5,2,NoRidge,RL,1Fam,0,0,0,262000
1189,7,7,831,831,829,1660,4151,2,1,3,7,3,CollgCr,RL,1Fam,1,0,0,195000
1190,7,11,994,1028,776,1804,4602,2,1,3,7,3,Gilbert,RL,1Fam,1,0,0,189000
1191,4,46,1249,1622,0,1622,4493,2,0,2,7,3,Mitchel,RL,2fmCon,0,0,0,168000
1192,8,8,776,764,677,1441,3658,2,1,3,5,2,Somerst,FV,Twnhs,0,0,0,174000
1193,5,82,702,842,630,1472,3646,1,0,1,6,3,OldTown,RM,1Fam,0,0,0,125000
1194,6,10,1224,1224,0,1224,3672,3,0,3,5,2,Mitchel,RM,TwnhsE,1,0,0,165000
1195,6,41,663,663,689,1352,3367,1,1,2,7,4,Sawyer,RL,1Fam,1,0,0,158000
1196,6,3,728,728,728,1456,3640,2,1,3,8,3,Gilbert,RL,1Fam,1,0,0,176000
1197,7,0,879,879,984,1863,4605,2,1,3,9,4,Gilbert,RL,1Fam,1,1,1,219210
1198,7,90,815,815,875,1690,4195,1,0,1,7,3,OldTown,RM,1Fam,0,0,0,144000
1199,7,8,1212,1212,0,1212,3636,2,0,2,6,3,CollgCr,RL,1Fam,1,0,0,178000
1200,4,43,1051,1382,0,1382,3815,1,1,2,6,3,Sawyer,RL,1Fam,0,0,0,148000
1201,4,36,864,864,0,864,2592,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,116050
1202,7,11,866,866,913,1779,4424,2,1,3,6,3,CollgCr,RL,1Fam,1,0,0,197900
1203,5,84,884,884,464,1348,3580,2,0,2,5,3,BrkSide,RM,1Fam,0,0,0,117000
1204,7,9,1630,1630,0,1630,4890,2,0,2,6,3,CollgCr,RL,1Fam,0,0,0,213000
1205,5,31,1056,1074,0,1074,3204,2,1,3,6,3,NWAmes,RL,1Fam,1,0,0,153500
1206,7,19,2158,2196,0,2196,6550,2,0,2,7,3,SawyerW,RL,1Fam,0,0,0,271900
1207,4,40,1056,1056,0,1056,3168,2,0,2,5,2,SawyerW,RH,1Fam,1,0,0,107000
1208,6,3,1682,1700,0,1700,5082,3,0,3,7,3,CollgCr,RL,1Fam,1,0,0,200000
1209,5,46,931,1283,0,1283,3497,2,0,2,6,3,NAmes,RL,1Fam,0,0,0,140000
1210,8,0,1660,1660,0,1660,4980,3,0,3,8,3,Somerst,RL,1Fam,1,1,1,290000
1211,6,18,1055,1055,790,1845,4745,2,1,3,8,3,SawyerW,RL,1Fam,1,0,0,189000
1212,8,22,559,1080,672,1752,4063,2,0,2,8,4,Gilbert,RL,1Fam,0,0,0,164000
1213,4,68,672,672,0,672,2016,2,0,2,4,2,Edwards,RL,1Fam,0,0,0,113000
1214,4,41,648,960,0,960,2568,1,1,2,3,0,Sawyer,RL,1Fam,0,0,0,145000
1215,5,44,925,999,0,999,2923,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,134500
1216,5,41,894,894,0,894,2682,1,0,1,5,3,Sawyer,RL,1Fam,1,0,0,125000
1217,6,32,0,1318,584,1902,3804,2,0,2,8,4,Sawyer,RM,Duplex,1,0,0,112000
1218,8,0,1300,1314,0,1314,3928,3,0,3,6,3,Somerst,FV,1Fam,1,1,1,229456
1219,4,59,0,672,240,912,1824,1,0,1,3,2,BrkSide,RM,1Fam,0,0,0,80500
1220,6,35,672,672,546,1218,3108,1,1,2,7,3,BrDale,RM,Twnhs,1,0,0,91500
1221,5,42,912,912,0,912,2736,1,0,1,5,2,NAmes,RL,1Fam,1,0,0,115000
1222,5,40,952,1211,0,1211,3374,1,0,1,5,3,Sawyer,RL,1Fam,1,0,0,134000
1223,6,58,1040,1168,678,1846,4732,2,0,2,7,3,NAmes,RL,1Fam,0,0,0,143000
1224,5,55,2136,2136,0,2136,6408,2,0,2,7,4,NAmes,RL,1Fam,1,0,0,137900
1225,7,4,788,788,702,1490,3768,3,1,4,8,3,Gilbert,RL,1Fam,0,0,0,184000
1226,6,49,588,1138,0,1138,2864,1,1,2,6,3,NAmes,RL,1Fam,1,0,0,145000
1227,6,1,894,894,1039,1933,4760,2,1,3,9,4,Somerst,RL,1Fam,1,0,0,214000
1228,5,43,912,912,0,912,2736,2,0,2,5,2,NAmes,RL,1Fam,0,0,0,147000
1229,9,0,1702,1702,0,1702,5106,2,1,3,7,1,NridgHt,RL,TwnhsE,1,1,1,367294
1230,5,48,1075,1507,0,1507,4089,2,0,2,7,4,NAmes,RL,1Fam,1,0,0,127000
1231,5,30,1361,1361,1259,2620,6601,2,2,4,12,4,Sawyer,RL,Duplex,1,0,0,190000
1232,5,44,1106,1190,0,1190,3486,2,0,2,6,3,NAmes,RL,Duplex,1,0,0,132500
1233,4,45,0,1224,0,1224,2448,2,0,2,6,2,NAmes,RL,Duplex,1,0,0,101800
1234,5,51,1188,1188,0,1188,3564,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,142000
1235,5,97,940,1024,940,1964,4868,1,1,2,7,4,SWISU,RH,1Fam,0,0,0,130000
1236,5,92,747,892,892,1784,4315,1,1,2,9,4,Crawfor,RL,1Fam,0,0,0,138887
1237,7,7,764,764,862,1626,4016,2,1,3,6,2,NridgHt,RL,Twnhs,1,0,0,175500
1238,7,2,847,847,1101,1948,4743,2,1,3,8,4,CollgCr,RL,1Fam,0,0,0,195000
1239,6,1,1141,1141,0,1141,3423,1,1,2,6,3,SawyerW,RL,1Fam,1,0,0,142500
1240,8,1,1476,1484,0,1484,4444,2,0,2,6,2,Timber,RL,1Fam,1,0,0,265900
1241,7,5,884,884,884,1768,4420,3,1,4,8,3,CollgCr,RL,1Fam,1,0,0,224900
1242,7,0,1689,1689,0,1689,5067,2,0,2,7,3,Somerst,RL,1Fam,1,1,1,248328
1243,7,36,1053,1173,0,1173,3399,3,0,3,6,3,NWAmes,RL,1Fam,1,0,0,170000
1244,10,0,2076,2076,0,2076,6228,3,1,4,7,2,NridgHt,RL,1Fam,1,1,1,465000
1245,8,77,792,792,725,1517,3826,1,0,1,7,3,Crawfor,RL,1Fam,0,0,0,230000
1246,6,23,585,1140,728,1868,4321,3,1,4,7,3,NWAmes,RL,1Fam,0,0,0,178000
1247,7,1,756,756,797,1553,3862,2,1,3,6,3,Somerst,FV,1Fam,0,0,1,186500
1248,6,34,1012,1034,0,1034,3080,2,0,2,6,3,Mitchel,RL,1Fam,1,0,0,169900
1249,6,91,735,1134,924,2058,4851,1,1,2,8,3,OldTown,RM,1Fam,0,0,0,129500
1250,5,57,876,988,0,988,2852,1,0,1,6,3,NAmes,RL,1Fam,1,0,0,119000
1251,7,42,2110,2110,0,2110,6330,3,1,4,8,3,NAmes,RL,1Fam,1,0,0,244000
1252,7,3,1405,1405,0,1405,4215,2,0,2,6,2,NridgHt,RL,TwnhsE,1,0,0,171750
1253,5,41,864,874,0,874,2612,2,0,2,5,3,Mitchel,RL,1Fam,1,0,0,130000
1254,7,33,1192,1516,651,2167,5526,3,1,4,9,3,Veenker,RL,1Fam,0,0,0,294000
1255,7,5,746,760,896,1656,4058,2,1,3,7,3,Edwards,RL,1Fam,0,0,0,165400
1256,6,76,884,959,408,1367,3618,1,0,1,6,3,BrkSide,RM,1Fam,0,0,0,127500
1257,8,14,1986,1987,0,1987,5960,3,0,3,7,2,NoRidge,RL,1Fam,1,0,0,301500
1258,5,87,864,864,0,864,2592,1,0,1,4,2,Edwards,RL,1Fam,0,0,0,99900
1259,7,3,856,1166,0,1166,3188,3,0,3,5,2,Gilbert,RL,1Fam,1,0,0,190000
1260,6,39,1054,1054,0,1054,3162,2,1,3,6,3,NAmes,RL,1Fam,1,0,0,151000
1261,6,10,841,892,783,1675,4191,2,1,3,7,3,Gilbert,RL,1Fam,1,0,0,181000
1262,5,53,1050,1050,0,1050,3150,1,0,1,5,2,NAmes,RL,1Fam,1,0,0,128900
1263,4,52,1104,1104,684,1788,4680,2,0,2,8,5,ClearCr,RL,1Fam,0,0,0,161500
1264,6,88,764,1060,764,1824,4412,1,0,1,8,3,BrkSide,RL,1Fam,0,0,0,180500
1265,6,10,1405,1337,0,1337,4079,3,0,3,5,2,NAmes,RH,TwnhsE,0,0,0,181000
1266,7,7,691,713,739,1452,3595,3,1,4,6,3,Somerst,FV,TwnhsE,1,0,0,183900
1267,7,97,925,964,925,1889,4703,1,1,2,9,4,OldTown,RM,2fmCon,0,0,0,122000
1268,9,2,2002,2018,0,2018,6038,2,0,2,10,3,Timber,RL,1Fam,0,0,0,378500
1269,8,73,728,1968,1479,3447,7622,3,1,4,11,4,Crawfor,RL,1Fam,0,0,0,381000
1270,5,49,874,874,650,1524,3922,1,1,2,7,3,NAmes,RL,1Fam,1,0,0,144000
1271,7,31,1332,1332,192,1524,4380,2,1,3,4,0,ClearCr,RL,1Fam,1,0,0,260000
1272,6,41,1489,1489,0,1489,4467,2,0,2,7,3,NWAmes,RL,1Fam,1,0,0,185750
1273,5,41,935,935,0,935,2805,2,0,2,5,3,Sawyer,RL,1Fam,1,0,0,137000
1274,6,49,1019,1357,0,1357,3733,2,0,2,5,2,Edwards,RL,1Fam,0,0,0,177000
1275,5,97,661,661,589,1250,3161,2,0,2,8,3,Crawfor,RL,1Fam,0,0,0,139000
1276,5,59,928,928,992,1920,4768,2,0,2,10,4,NAmes,RL,Duplex,0,0,0,137000
1277,6,37,723,735,660,1395,3513,1,2,3,6,3,NWAmes,RL,1Fam,1,0,0,162000
1278,6,42,1680,1724,0,1724,5128,2,1,3,7,3,NWAmes,RL,1Fam,0,0,0,197900
1279,8,6,1128,1128,903,2031,5190,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,237000
1280,4,90,698,698,430,1128,2954,1,0,1,6,2,IDOTRR,C (all),1Fam,0,0,0,68400
1281,7,7,1573,1573,0,1573,4719,3,0,3,6,3,CollgCr,RL,1Fam,1,0,0,227000
1282,7,16,1309,1339,0,1339,3987,3,0,3,6,2,Timber,RL,1Fam,1,0,0,180000
1283,5,32,1040,1040,0,1040,3120,2,0,2,5,3,CollgCr,RL,1Fam,0,0,0,150500
1284,6,39,912,912,912,1824,4560,2,2,4,8,4,Mitchel,RL,Duplex,1,0,0,139000
1285,6,91,804,1699,748,2447,5698,2,0,2,10,4,SWISU,RL,1Fam,0,0,0,169000
1286,6,70,780,825,587,1412,3604,1,0,1,6,4,BrkSide,RM,1Fam,0,0,0,132500
1287,6,47,1328,1328,0,1328,3984,2,1,3,6,3,NWAmes,RL,1Fam,1,0,0,143000
1288,5,42,1624,1582,0,1582,4788,2,1,3,7,4,ClearCr,RL,1Fam,1,0,0,190000
1289,8,9,1501,1659,0,1659,4819,3,0,3,5,2,StoneBr,RL,TwnhsE,1,0,0,278000
1290,8,0,1085,1120,850,1970,5025,2,1,3,8,3,NridgHt,RL,1Fam,1,1,1,281000
1291,5,46,1152,1152,0,1152,3456,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,180500
1292,5,37,630,630,672,1302,3234,2,1,3,6,3,BrDale,RM,Twnhs,1,0,0,119500
1293,5,117,994,1378,994,2372,5738,2,0,2,11,4,OldTown,RM,1Fam,0,0,0,107500
1294,7,30,832,832,832,1664,4160,2,1,3,8,4,NWAmes,RL,1Fam,1,0,0,162900
1295,5,51,864,864,0,864,2592,2,0,2,5,2,Edwards,RL,1Fam,0,0,0,115000
1296,5,38,1052,1052,0,1052,3156,2,1,3,5,3,NAmes,RL,1Fam,1,0,0,138500
1297,5,45,1120,1128,0,1128,3376,3,0,3,6,3,NAmes,RL,1Fam,1,0,0,155000
1298,6,1,547,1072,0,1072,2691,3,0,3,5,2,Edwards,RM,TwnhsE,0,0,1,140000
1299,10,0,6110,4692,950,5642,17394,4,1,5,12,3,Edwards,RL,1Fam,1,1,1,160000
1300,5,51,1246,1246,0,1246,3738,2,1,3,6,3,NAmes,RL,1Fam,0,0,0,154000
1301,7,10,978,1005,978,1983,4944,2,1,3,9,3,Gilbert,RL,1Fam,1,0,0,225000
1302,6,67,771,753,741,1494,3759,1,0,1,7,3,Crawfor,RL,1Fam,0,0,0,177500
1303,8,12,1165,1203,1323,2526,6217,3,1,4,8,4,NoRidge,RL,1Fam,1,0,0,290000
1304,7,1,1616,1616,0,1616,4848,2,0,2,7,3,Somerst,RL,1Fam,1,0,0,232000
1305,7,2,976,976,732,1708,4392,2,0,2,7,3,Edwards,RM,TwnhsE,1,0,0,130000
1306,9,3,1652,1652,0,1652,4956,3,0,3,6,2,NridgHt,RL,1Fam,0,0,0,325000
1307,7,1,1368,1368,0,1368,4104,2,0,2,6,2,NridgHt,RL,TwnhsE,0,0,1,202500
1308,5,15,990,990,0,990,2970,2,0,2,5,3,CollgCr,RL,1Fam,0,0,0,138000
1309,5,60,924,1122,0,1122,3168,2,0,2,6,2,OldTown,RM,1Fam,0,0,0,147000
1310,6,17,1278,1294,0,1294,3866,3,0,3,6,3,SawyerW,RL,1Fam,1,0,0,179200
1311,7,51,1902,1902,0,1902,5706,3,0,3,7,3,Crawfor,RL,1Fam,0,0,0,335000
1312,7,2,1274,1274,0,1274,3822,3,0,3,6,3,CollgCr,RL,1Fam,0,0,1,203000
1313,8,17,1453,1453,1357,2810,7073,2,1,3,9,4,NoRidge,RL,1Fam,1,0,0,302000
1314,9,11,1393,1422,1177,2599,6591,2,1,3,10,4,NoRidge,RL,1Fam,1,0,0,333168
1315,4,53,948,948,0,948,2844,2,0,2,5,3,Edwards,RL,1Fam,1,0,0,119000
1316,6,39,952,1092,1020,2112,5176,2,1,3,9,4,NAmes,RL,1Fam,1,0,0,206900
1317,8,1,1622,1630,0,1630,4882,3,0,3,8,3,CollgCr,RL,1Fam,1,0,0,295493
1318,7,1,1352,1352,0,1352,4056,2,0,2,5,2,Somerst,FV,TwnhsE,0,0,1,208900
1319,8,5,1753,1787,0,1787,5327,2,0,2,7,3,CollgCr,RL,1Fam,0,0,0,275000
1320,4,53,864,948,0,948,2760,1,0,1,5,3,Edwards,RL,1Fam,1,0,0,111000
1321,6,52,1478,1478,0,1478,4434,2,1,3,6,3,NAmes,RL,1Fam,1,0,0,156500
1322,3,59,0,720,0,720,1440,1,0,1,4,2,BrkSide,RL,1Fam,0,0,0,72500
1323,7,18,750,1061,862,1923,4596,3,1,4,8,3,NoRidge,RL,1Fam,1,0,0,190000
1324,4,69,420,708,0,708,1836,1,0,1,5,2,BrkSide,RL,1Fam,0,0,0,82500
1325,8,1,1795,1795,0,1795,5385,2,0,2,7,2,Somerst,RL,1Fam,0,0,1,147000
