Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceBand,HasPorch,Remodelled,PropertyAge,TotalBath,HasPool,HasDeck,TotalArea,IsNew,IsPartial
84,20,RL,80.0,8892,IR1,Inside,NAmes,1Fam,1Story,5,5,Gable,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,No,Unf,0,0,1065,1065,4,Y,1065,0,1065,1,1,3,3,6,0,None,2,7,2,COD,Normal,126500,2,0,1,47,2,0,1,3195,0,0
85,80,RL,MasVnrArea,8530,IR1,Inside,Gilbert,1Fam,SLvl,7,5,Gable,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,No,Unf,0,0,384,384,4,Y,804,670,1474,2,1,3,3,7,1,3,2,5,4,WD,Normal,168500,5,1,0,14,3,0,1,3332,0,0
86,60,RL,121.0,16059,Reg,Corner,NoRidge,1Fam,2Story,8,5,Hip,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,No,Unf,0,0,1288,1288,5,Y,1301,1116,2417,2,1,4,4,9,1,3,2,4,1,WD,Normal,260000,8,1,0,15,3,0,1,6122,0,0
87,60,RL,122.0,11911,IR2,Inside,Gilbert,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,Unf,0,0,684,684,5,Y,684,876,1560,2,1,3,4,6,1,4,2,3,4,WD,Normal,174000,5,1,1,4,3,0,1,3804,0,0
88,160,FV,40.0,3951,Reg,Corner,Somerst,TwnhsE,2Story,6,5,Gable,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,Av,Unf,0,0,612,612,5,Y,612,612,1224,2,1,2,4,4,0,None,2,6,4,New,Partial,164500,5,1,1,0,3,0,0,3060,1,1
89,50,C (all),105.0,8470,IR1,Corner,IDOTRR,1Fam,1.5Fin,3,2,Hip,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,No,Unf,0,0,1013,1013,3,N,1013,0,1526,1,0,2,2,6,0,None,0,10,4,ConLD,Abnorml,85000,0,0,0,94,1,0,0,3552,0,0
90,20,RL,60.0,8070,Reg,Inside,CollgCr,1Fam,1Story,4,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,588,0,402,990,5,Y,990,0,990,2,0,3,3,5,0,None,0,8,2,WD,Normal,123600,1,0,0,13,2,0,0,2970,0,0
91,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,4,5,Gable,BrkFace,Wd Sdng,None,0.0,3,3,Slab,None,None,None,None,0,0,0,0,3,Y,1040,0,1040,1,0,2,3,4,0,None,2,7,1,WD,Normal,109900,1,1,1,56,1,0,0,2080,0,0
92,20,RL,85.0,8500,Reg,Inside,NAmes,1Fam,1Story,5,3,Hip,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,No,Rec,600,0,635,1235,3,Y,1235,0,1235,1,0,2,3,6,0,None,2,12,1,WD,Abnorml,98600,0,0,1,45,1,0,0,3705,0,0
93,30,RL,80.0,13360,IR1,Inside,Crawfor,1Fam,1Story,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,No,ALQ,713,0,163,876,5,Y,964,0,964,2,0,2,3,5,0,None,2,8,4,WD,Normal,163500,5,0,0,88,2,0,0,2804,0,0
94,190,C (all),60.0,7200,Reg,Corner,OldTown,2fmCon,2.5Unf,6,6,Hip,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,Mn,Rec,1046,0,168,1214,5,N,1260,1031,2291,2,1,4,3,9,1,4,2,11,2,WD,Normal,133900,2,0,0,97,3,0,0,5796,0,0
95,60,RL,69.0,9337,IR1,Inside,CollgCr,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,No,GLQ,648,0,176,824,5,Y,905,881,1786,3,1,3,4,7,0,None,2,5,2,WD,Normal,204750,7,1,1,10,4,0,0,4396,0,0
96,60,RL,MasVnrArea,9765,IR2,Corner,Gilbert,1Fam,2Story,6,8,Gable,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,No,ALQ,310,0,370,680,4,Y,680,790,1470,2,1,3,3,6,1,3,2,4,4,WD,Normal,185000,6,1,1,16,3,0,1,3620,0,0
97,20,RL,78.0,10264,IR1,Inside,CollgCr,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,Av,ALQ,1162,0,426,1588,5,Y,1588,0,1588,2,0,3,4,6,0,None,2,8,1,WD,Normal,214000,7,1,1,7,2,0,1,4764,0,0
98,20,RL,73.0,10921,Reg,Inside,Edwards,1Fam,1Story,4,5,Hip,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,No,Rec,520,0,440,960,3,Y,960,0,960,2,0,3,3,6,0,None,1,5,2,WD,Normal,94750,0,0,1,42,2,0,1,2880,0,0
99,30,RL,85.0,10625,Reg,Corner,Edwards,1Fam,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,ALQ,108,0,350,458,2,N,835,0,835,1,0,2,3,5,0,None,1,5,5,COD,Abnorml,83000,0,0,0,90,1,0,0,2128,0,0
100,20,RL,77.0,9320,IR1,Inside,NAmes,1Fam,1Story,4,5,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,ALQ,569,0,381,950,2,Y,1225,0,1225,2,1,3,3,6,0,None,0,1,5,WD,Normal,128950,2,0,1,51,3,0,1,3400,0,0
101,20,RL,MasVnrArea,10603,IR1,Inside,NWAmes,1Fam,1Story,6,7,Gable,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,Mn,ALQ,1200,0,410,1610,4,Y,1610,0,1610,3,0,3,4,6,2,3,2,2,5,WD,Normal,205000,7,1,0,33,3,0,1,4830,0,0
102,60,RL,77.0,9206,Reg,Inside,SawyerW,1Fam,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,No,Unf,0,0,741,741,3,Y,977,755,1732,2,1,3,4,7,1,3,2,6,5,WD,Normal,178000,5,1,1,25,3,0,1,4205,0,0
103,90,RL,64.0,7018,Reg,Inside,SawyerW,Duplex,1Story,5,5,Gable,HdBoard,HdBoard,None,0.0,3,2,Slab,None,None,None,None,0,0,0,0,3,Y,1535,0,1535,2,0,4,3,8,0,None,2,6,4,WD,Alloca,118964,1,0,1,30,2,0,0,3070,0,0
104,20,RL,94.0,10402,IR1,Corner,CollgCr,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,0,1226,1226,5,Y,1226,0,1226,2,0,3,4,6,0,None,3,5,5,WD,Normal,198900,7,1,1,1,2,0,0,3678,0,0
105,50,RM,MasVnrArea,7758,Reg,Corner,IDOTRR,1Fam,1.5Fin,7,4,Gable,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,No,LwQ,224,0,816,1040,5,Y,1226,592,1818,1,1,4,3,7,2,3,1,6,2,WD,Normal,169500,5,0,0,76,2,0,0,4676,0,0
106,60,FV,75.0,9375,Reg,Inside,Somerst,1Fam,2Story,8,5,Hip,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,No,Unf,0,0,1053,1053,5,Y,1053,939,1992,2,1,3,4,9,1,4,2,8,3,WD,Normal,250000,8,1,0,5,3,0,1,5037,0,0
107,30,RM,60.0,10800,Reg,Inside,OldTown,1Fam,1Story,4,7,Mansard,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,No,Unf,0,0,641,641,4,Y,1047,0,1047,1,0,2,3,6,0,None,1,8,2,WD,Normal,100000,0,0,0,122,1,0,0,2735,0,0
108,20,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,ALQ,104,169,516,789,5,Y,789,0,789,1,0,2,3,5,0,None,1,4,3,WD,Partial,115000,1,0,0,60,1,0,0,2367,0,1
109,50,RM,85.0,8500,Reg,Corner,IDOTRR,1Fam,1.5Fin,5,7,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,No,Unf,0,0,793,793,3,N,997,520,1517,2,0,3,2,7,0,None,0,8,2,WD,Normal,115000,1,0,0,88,2,0,0,3827,0,0
110,20,RL,105.0,11751,IR1,Inside,NWAmes,1Fam,1Story,6,6,Hip,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,No,BLQ,705,0,1139,1844,5,Y,1844,0,1844,2,0,3,3,7,1,3,2,1,5,COD,Normal,190000,6,1,1,33,2,0,0,5532,0,0
111,50,RL,75.0,9525,Reg,Inside,Edwards,1Fam,1.5Fin,6,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,No,Rec,444,0,550,994,4,Y,1216,639,1855,2,0,4,3,7,0,None,1,10,1,WD,Normal,136900,3,0,0,52,2,0,1,4704,0,0
112,80,RL,MasVnrArea,7750,IR1,Inside,Gilbert,1Fam,SLvl,7,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,250,0,134,384,5,Y,774,656,1430,2,1,3,3,7,1,3,2,4,5,WD,Normal,180000,6,0,1,10,3,0,1,3244,0,0
113,60,RL,77.0,9965,Reg,Inside,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,Stone,220.0,4,3,PConc,5,3,Av,GLQ,984,0,280,1264,5,Y,1282,1414,2696,3,1,4,5,10,1,4,3,10,2,New,Partial,383970,9,1,1,0,4,0,1,6656,1,1
114,20,RL,MasVnrArea,21000,Reg,Corner,Crawfor,1Fam,1Story,6,5,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,Mn,ALQ,35,869,905,1809,3,Y,2259,0,2259,3,0,3,4,7,2,4,2,10,2,COD,Abnorml,217000,7,1,1,54,3,0,1,6327,0,0
115,70,RL,61.0,7259,IR1,Inside,Crawfor,1Fam,2Story,6,8,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,ALQ,774,150,104,1028,5,Y,1436,884,2320,3,1,3,4,9,1,3,1,7,2,WD,Normal,259500,8,0,0,62,4,0,1,5668,0,0
116,160,FV,34.0,3230,Reg,Corner,Somerst,TwnhsE,2Story,6,5,Gable,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,No,GLQ,419,0,310,729,4,Y,729,729,1458,2,1,2,3,5,1,2,2,6,2,WD,Normal,176000,5,1,1,8,3,0,0,3645,0,0
117,20,RL,MasVnrArea,11616,Reg,Inside,Sawyer,1Fam,1Story,5,5,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,3,3,CBlock,3,3,No,LwQ,170,670,252,1092,3,Y,1092,0,1092,1,1,3,3,6,1,1,1,9,4,WD,Normal,139000,3,1,1,47,2,0,0,3276,0,0
118,20,RL,74.0,8536,Reg,Corner,Edwards,1Fam,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,0,1125,1125,4,Y,1125,0,1125,1,1,2,3,5,0,None,2,4,2,New,Partial,155000,4,1,0,1,2,0,1,3375,0,1
119,60,RL,90.0,12376,Reg,Corner,SawyerW,1Fam,2Story,7,5,Hip,Plywood,Plywood,None,0.0,3,3,PConc,4,3,Mn,GLQ,1470,0,203,1673,4,Y,1699,1523,3222,4,0,5,4,11,2,3,3,5,5,WD,Normal,320000,9,0,1,20,4,0,1,8117,0,0
120,60,RL,65.0,8461,Reg,Inside,CollgCr,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,728,728,5,Y,728,728,1456,2,1,3,4,8,1,4,2,7,1,New,Partial,163990,5,1,0,1,3,0,0,3640,0,1
121,80,RL,MasVnrArea,21453,IR1,CulDSac,ClearCr,1Fam,SLvl,6,5,Flat,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,Gd,ALQ,938,0,0,938,5,Y,988,0,988,2,0,1,3,4,2,3,2,10,1,WD,Normal,180000,6,1,1,37,2,0,0,2914,0,0
122,50,RM,50.0,6060,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,5,Gable,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,No,Unf,0,0,732,732,4,Y,772,351,1123,1,0,3,3,4,0,None,1,6,2,WD,Normal,100000,0,0,0,68,1,0,0,2978,0,0
123,20,RL,75.0,9464,Reg,Corner,NAmes,1Fam,1Story,6,7,Hip,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3,3,No,BLQ,570,0,510,1080,4,Y,1080,0,1080,1,0,3,3,5,0,None,1,6,3,WD,Normal,136000,3,0,1,50,1,0,0,3240,0,0
124,120,RL,55.0,7892,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,Gable,Plywood,Plywood,None,0.0,4,3,PConc,4,3,No,GLQ,300,0,899,1199,5,Y,1199,0,1199,2,0,2,4,5,0,None,2,3,3,WD,Normal,153900,4,1,1,15,2,0,0,3597,0,0
125,20,RL,48.0,17043,IR1,CulDSac,NWAmes,1Fam,1Story,6,5,Gable,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,2,No,Unf,0,0,1362,1362,3,Y,1586,0,1586,2,0,3,3,7,1,3,2,1,4,WD,Normal,181000,6,0,0,30,2,0,1,4534,0,0
126,190,RM,60.0,6780,Reg,Inside,IDOTRR,2fmCon,1.5Fin,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,Av,GLQ,490,0,30,520,4,N,520,0,754,2,0,2,3,5,0,None,0,6,1,WD,Normal,84500,0,0,0,71,2,0,1,1794,0,0
127,120,RL,MasVnrArea,4928,IR1,Inside,NPkVill,TwnhsE,1Story,6,5,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,No,ALQ,120,0,958,1078,3,Y,958,0,958,2,0,2,3,5,1,3,2,2,2,WD,Normal,128000,2,1,1,31,2,0,0,2994,0,0
128,45,RM,55.0,4388,IR1,Inside,OldTown,1Fam,1.5Unf,5,7,Gable,WdShing,Wd Sdng,None,0.0,3,4,BrkTil,3,3,No,LwQ,116,0,556,672,5,Y,840,0,840,1,0,3,3,5,1,3,0,6,2,WD,Normal,87000,0,0,0,77,1,0,0,2352,0,0
129,60,RL,69.0,7590,Reg,Inside,NAmes,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,BrkFace,266.0,3,3,CBlock,3,3,No,BLQ,512,0,148,660,3,Y,660,688,1348,1,1,3,3,6,1,2,2,7,1,WD,Normal,155000,4,1,1,40,2,0,1,3356,0,0
130,20,RL,69.0,8973,Reg,Inside,NAmes,1Fam,1Story,5,7,Gable,Plywood,Plywood,BrkFace,85.0,3,3,CBlock,3,3,No,Rec,567,28,413,1008,3,Y,1053,0,1053,1,2,3,5,6,0,None,2,7,1,WD,Abnorml,150000,4,1,0,48,3,0,0,3114,0,0
131,60,RL,88.0,14200,Reg,Corner,NAmes,1Fam,2Story,7,6,Gable,MetalSd,MetalSd,BrkFace,309.0,3,3,CBlock,3,3,No,Rec,445,0,479,924,5,Y,1216,941,2157,2,1,4,4,8,2,4,2,5,1,WD,Normal,226000,7,1,1,40,3,0,1,5238,0,0
132,60,RL,MasVnrArea,12224,IR1,Corner,Gilbert,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,No,GLQ,695,0,297,992,5,Y,1022,1032,2054,3,1,3,4,7,1,3,2,7,4,WD,Normal,244000,8,1,1,9,4,0,1,5100,0,0
133,20,RL,75.0,7388,Reg,Corner,NAmes,1Fam,1Story,5,6,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,405,0,658,1063,4,Y,1327,0,1327,2,0,3,4,7,0,None,2,7,2,WD,Normal,150750,4,0,0,48,2,0,0,3717,0,0
134,20,RL,MasVnrArea,6853,IR1,Inside,Timber,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,5,3,No,GLQ,1005,0,262,1267,5,Y,1296,0,1296,3,0,2,4,6,0,None,2,6,4,WD,Normal,220000,7,1,0,8,3,0,1,3859,0,0
135,20,RL,78.0,10335,IR1,Inside,Sawyer,1Fam,1Story,5,6,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,Rec,570,0,891,1461,4,Y,1721,0,1721,2,1,3,3,7,1,3,2,7,1,WD,Normal,180000,6,1,0,38,3,0,0,4903,0,0
136,20,RL,80.0,10400,Reg,Inside,NWAmes,1Fam,1Story,7,6,Hip,Plywood,Plywood,BrkFace,288.0,3,3,PConc,3,3,No,Unf,0,0,1304,1304,4,Y,1682,0,1682,2,0,3,3,7,1,4,2,5,3,WD,Normal,174000,5,0,1,38,2,0,1,4668,0,0
137,20,RL,MasVnrArea,10355,IR1,Corner,NAmes,1Fam,1Story,5,5,Gable,MetalSd,MetalSd,BrkFace,196.0,3,3,CBlock,3,3,No,BLQ,695,0,519,1214,3,Y,1214,0,1214,2,0,3,3,5,1,2,1,7,2,WD,Normal,143000,3,1,1,40,2,0,0,3642,0,0
138,90,RL,82.0,11070,Reg,Inside,Mitchel,Duplex,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,70.0,3,3,CBlock,3,3,No,Unf,0,0,1907,1907,4,Y,1959,0,1959,3,0,5,3,9,0,None,3,7,1,WD,Family,171000,5,0,0,18,3,0,0,5825,0,0
139,60,RL,73.0,9066,IR1,Inside,CollgCr,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,Mn,GLQ,668,0,336,1004,5,Y,1004,848,1852,2,1,3,4,7,2,3,3,12,3,WD,Normal,230000,7,1,0,9,3,0,1,4708,0,0
140,60,RL,65.0,15426,IR1,Inside,CollgCr,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,821,0,107,928,5,Y,928,836,1764,3,1,3,4,7,0,None,2,8,4,WD,Normal,231500,8,1,1,12,4,0,1,4456,0,0
141,20,RL,70.0,10500,Reg,FR2,NAmes,1Fam,1Story,4,5,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,432,0,432,864,3,Y,864,0,864,1,0,3,3,5,1,1,0,4,5,ConLI,Normal,115000,1,0,1,39,1,0,0,2592,0,0
142,20,RL,78.0,11645,Reg,Inside,CollgCr,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,1300,0,434,1734,5,Y,1734,0,1734,3,0,3,4,7,0,None,2,1,1,WD,Normal,260000,8,1,1,1,3,0,1,5202,0,0
143,50,RL,71.0,8520,Reg,Corner,NAmes,1Fam,1.5Fin,5,4,Gable,BrkFace,Wd Sdng,None,0.0,3,2,CBlock,3,3,No,Rec,507,0,403,910,2,Y,910,475,1385,2,0,4,3,6,0,None,2,6,5,WD,Normal,166000,5,0,1,58,2,0,0,3680,0,0
144,20,RL,78.0,10335,IR1,Inside,CollgCr,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,Gd,GLQ,679,0,811,1490,5,Y,1501,0,1501,3,0,3,4,6,0,None,2,6,4,WD,Normal,204000,7,1,1,10,3,0,1,4492,0,0
145,90,RM,70.0,9100,Reg,Inside,Sawyer,Duplex,1Story,5,5,Gable,HdBoard,HdBoard,BrkFace,336.0,3,3,CBlock,3,3,No,Rec,1332,0,396,1728,3,Y,1728,0,1728,3,0,6,3,10,0,None,2,11,1,ConLI,Abnorml,125000,2,0,1,43,3,0,0,5184,0,0
146,160,RM,24.0,2522,Reg,Inside,Edwards,Twnhs,2Story,6,5,Gable,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,No,Unf,0,0,970,970,5,Y,970,739,1709,2,0,3,4,7,0,None,2,4,1,WD,Normal,130000,2,1,0,2,2,0,0,4388,0,0
147,30,RM,51.0,6120,Reg,Corner,BrkSide,1Fam,1Story,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,BLQ,209,0,506,715,3,Y,875,0,875,2,0,2,3,5,0,None,1,11,4,WD,Normal,105000,0,0,0,78,2,0,1,2465,0,0
148,60,RL,MasVnrArea,9505,IR1,CulDSac,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,No,Unf,0,0,884,884,5,Y,884,1151,2035,2,1,3,4,8,1,4,2,5,5,WD,Normal,222500,7,1,1,9,3,0,1,4954,0,0
149,20,RL,63.0,7500,Reg,Inside,SawyerW,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4,3,No,GLQ,680,0,400,1080,5,Y,1080,0,1080,2,0,3,4,6,0,None,0,4,3,WD,Normal,141000,3,0,0,4,2,0,0,3240,0,0
150,50,RM,MasVnrArea,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,5,4,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4,3,No,Unf,0,0,896,896,4,Y,896,448,1344,1,0,3,3,7,0,None,1,4,1,WD,Normal,115000,1,1,0,70,1,0,1,3584,0,0
151,20,RL,120.0,10356,Reg,Corner,CollgCr,1Fam,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,Av,BLQ,716,0,253,969,3,Y,969,0,969,1,1,3,3,5,0,None,2,1,2,WD,Normal,122000,1,0,1,32,2,0,0,2907,0,0
152,20,RL,107.0,13891,Reg,Inside,NridgHt,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,Stone,436.0,4,3,PConc,5,3,Gd,GLQ,1400,0,310,1710,5,Y,1710,0,1710,3,0,2,4,6,1,4,3,1,3,New,Partial,372402,9,1,0,1,3,0,0,5130,0,1
153,60,RL,MasVnrArea,14803,IR1,CulDSac,NWAmes,1Fam,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,No,Rec,416,0,409,825,4,Y,1097,896,1993,2,1,4,3,8,1,4,2,6,1,WD,Normal,190000,6,1,1,35,3,0,0,4811,0,0
154,20,RL,MasVnrArea,13500,Reg,Inside,ClearCr,1Fam,1Story,6,7,Flat,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,Gd,BLQ,429,1080,93,1602,4,Y,1252,0,1252,2,0,1,3,4,1,4,2,3,3,WD,Normal,235000,8,0,0,48,2,0,1,4106,0,0
155,30,RM,84.0,11340,Reg,Corner,OldTown,1Fam,1Story,6,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,0,0,1200,1200,3,Y,1200,0,1200,1,0,4,3,7,0,None,1,3,1,WD,Family,125000,2,0,0,83,1,0,0,3600,0,0
156,50,RL,60.0,9600,Reg,Corner,Edwards,1Fam,1.5Fin,6,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,0,0,572,572,2,N,572,524,1096,1,0,2,3,5,0,None,0,4,3,WD,Normal,79000,0,1,0,84,1,0,0,2764,0,0
157,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,Hip,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,None,None,None,None,0,0,0,0,3,Y,1040,0,1040,1,0,2,3,5,0,None,2,6,1,WD,Normal,109500,1,0,1,56,1,0,0,2080,0,0
158,60,RL,92.0,12003,Reg,Corner,Timber,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,84.0,4,3,PConc,5,3,No,Unf,0,0,774,774,5,Y,774,1194,1968,2,1,4,5,8,1,4,3,5,5,New,Partial,269500,8,1,0,1,3,0,0,4710,0,1
159,60,FV,100.0,12552,Reg,Corner,Somerst,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,222,0,769,991,5,Y,991,956,1947,2,1,3,4,8,1,4,2,5,5,WD,Normal,254900,8,1,0,6,3,0,0,4885,0,0
160,60,RL,134.0,19378,IR1,Corner,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,456.0,4,3,PConc,4,3,Mn,GLQ,57,0,1335,1392,5,Y,1392,1070,2462,3,1,4,4,9,1,4,2,3,1,New,Partial,320000,9,1,0,1,4,0,1,6316,0,1
161,20,RL,MasVnrArea,11120,IR1,CulDSac,Veenker,1Fam,1Story,6,6,Gable,Plywood,Plywood,None,0.0,3,3,PConc,4,3,No,BLQ,660,0,572,1232,3,Y,1232,0,1232,2,0,3,3,6,0,None,2,6,3,WD,Normal,162500,4,0,1,24,2,0,0,3696,0,0
162,60,RL,110.0,13688,IR1,Inside,NridgHt,1Fam,2Story,9,5,Gable,VinylSd,VinylSd,BrkFace,664.0,4,3,PConc,5,3,Av,GLQ,1016,0,556,1572,5,Y,1572,1096,2668,3,1,3,5,10,2,4,3,3,3,WD,Normal,412500,9,0,0,5,4,0,1,6908,0,0
163,20,RL,95.0,12182,Reg,Corner,NridgHt,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,Mn,BLQ,1201,0,340,1541,5,Y,1541,0,1541,2,0,3,4,7,1,4,2,5,5,New,Partial,220000,7,1,1,5,2,0,0,4623,0,1
164,45,RL,55.0,5500,Reg,Inside,OldTown,1Fam,1.5Unf,4,6,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Unf,0,0,882,882,5,Y,882,0,882,1,0,1,3,4,0,None,0,4,2,WD,Normal,103200,0,0,1,51,1,0,0,2646,0,0
165,40,RM,40.0,5400,Reg,Corner,OldTown,1Fam,1Story,6,7,Gable,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,Mn,LwQ,370,0,779,1149,4,Y,1149,467,1616,2,0,3,4,5,0,None,1,10,2,WD,Normal,152000,4,0,0,81,2,0,0,4381,0,0
166,190,RL,62.0,10106,Reg,Inside,Edwards,2fmCon,1.5Fin,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,No,ALQ,351,181,112,644,4,Y,808,547,1355,3,0,4,3,6,0,None,0,9,3,WD,Normal,127500,2,0,0,68,3,0,1,3354,0,0
167,20,RL,MasVnrArea,10708,IR1,Inside,ClearCr,1Fam,1Story,5,5,Hip,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,No,LwQ,379,768,470,1617,5,Y,1867,0,1867,2,0,2,3,7,3,4,1,11,4,COD,Normal,190000,6,0,0,54,2,0,1,5351,0,0
168,60,RL,86.0,10562,Reg,Inside,NridgHt,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,No,GLQ,1288,0,294,1582,5,Y,1610,551,2161,2,1,3,5,8,1,4,3,11,2,New,Partial,325624,9,1,1,0,3,0,1,5904,1,1
169,60,RL,62.0,8244,IR1,Inside,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,840,840,5,Y,840,880,1720,2,1,3,4,7,1,4,2,5,2,WD,Normal,183500,6,1,1,3,3,0,1,4280,0,0
